playlist_name,primary_genre,sub_genres,track_count,last_updated,musinique_focus_score,avg_artist_popularity
🦋K 🦋,"['Avant-garde', 'Electronic', 'Hip Hop', 'Pop', 'R&B & Soul', 'Regional', 'Rock']","['alternative dance', 'ambient', 'art pop', 'art rock', 'ballroom vogue', 'baroque pop', 'bubblegum pop', 'dream pop', 'edm', 'edm trap', 'electroclash', 'electronica', 'eurodance', 'experimental', 'garage rock', 'glitch', 'gothic rock', 'hard house', 'hyperpop', 'hypertechno', 'idm', 'j-r&b', 'japanese indie', 'lo-fi house', 'neo-psychedelic', 'neoperreo', 'new jack swing', 'new rave', 'pop', 'post-disco', 'psychedelic rock', 'quiet storm', 'reggaeton', 'reggaeton chileno', 'shibuya-kei', 'shoegaze', 'soul', 'trance', 'trip hop', 'uk funky', 'uk garage']",41,2021-10-02T13:50:10Z,23.0,52.18518518518518
September,"['Country', 'Electronic', 'Folk', 'Pop', 'Punk', 'Regional', 'Rock']","['acid rock', 'alt country', 'alternative rock', 'americana', 'anti-folk', 'baroque pop', 'bluegrass', 'britpop', 'classic country', 'cold wave', 'country', 'country rock', 'darkwave', 'dream pop', 'folk', 'folk rock', 'garage rock', 'gothic rock', 'indie pop', 'indie rock', 'italo dance', 'italo disco', 'jam band', 'jangle pop', 'japanese indie', 'lo-fi indie', 'madchester', 'neo-psychedelic', 'new wave', 'newgrass', 'noise rock', 'outlaw country', 'post-punk', 'post-rock', 'power pop', 'proto-punk', 'psychedelic rock', 'riot grrrl', 'rock and roll', 'rockabilly', 'roots rock', 'shibuya-kei', 'shoegaze', 'singer-songwriter', 'slowcore', 'soft rock', 'southern gothic', 'southern rock', 'synthpop', 'synthwave', 'yacht rock']",60,2022-09-27T23:37:53Z,25.3,43.890625
Elle Woods inspirational playlist,"['Country', 'Pop', 'Traditional Folk']","['art pop', 'bubblegum pop', 'christmas', 'country', 'pop']",18,2024-09-03T18:51:11Z,34.7,64.47368421052632
Top Indie Hits,"['Blues', 'Classical', 'Country', 'Electronic', 'Folk', 'Hip Hop', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Rock']","['alt country', 'alternative dance', 'alternative r&b', 'alternative rock', 'americana', 'anti-folk', 'art pop', 'baroque pop', 'bass music', 'bedroom pop', 'blues rock', 'britpop', 'chamber music', 'chillstep', 'chillwave', 'cloud rap', 'contemporary classical', 'dream pop', 'dub', 'dubstep', 'edm', 'electroclash', 'emo', 'emo rap', 'folk', 'folk pop', 'french house', 'future bass', 'garage rock', 'indie', 'indie dance', 'indie electronic', 'indie folk', 'indie pop', 'indie punk', 'indie rock', 'jam band', 'jangle pop', 'lo-fi indie', 'malay', 'malaysian pop', 'melodic bass', 'minimalism', 'modern blues', 'neo-psychedelic', 'new rave', 'new wave', 'nu disco', 'pop punk', 'post-punk', 'post-rock', 'r&b', 'reggae', 'reggae pop', 'reggae rock', 'rock', 'roots reggae', 'shoegaze', 'singer-songwriter', 'soft pop', 'surf rock', 'swedish pop', 'synthpop', 'trip hop', 'tropical house']",648,2021-06-18T01:58:06Z,58.7,59.429799426934096
Adult Alternative,"['Blues', 'Electronic', 'Folk', 'Hip Hop', 'Metal', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Rock']","['acoustic pop', 'algerian chaabi', 'alternative dance', 'alternative metal', 'alternative rock', 'aor', 'art pop', 'art rock', 'blues', 'blues rock', 'britpop', 'celtic rock', 'classic rock', 'cold wave', 'dancehall', 'darkwave', 'deathrock', 'dream pop', 'emo', 'funk rock', 'glam rock', 'gnawa', 'gothic rock', 'grunge', 'hip hop', 'industrial', 'industrial metal', 'industrial rock', 'jam band', 'jangle pop', 'madchester', 'modern blues', 'moroccan chaabi', 'moroccan pop', 'neo-psychedelic', 'new wave', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'post-punk', 'power pop', 'progressive rock', 'psychedelic rock', 'punk', 'r&b', 'ragga', 'rap rock', 'raï', 'reggae', 'reggae rock', 'riddim', 'riot grrrl', 'rock', 'roots rock', 'shoegaze', 'singer-songwriter', 'ska', 'ska punk', 'skate punk', 'slowcore', 'soca', 'soft pop', 'soft rock', 'southern hip hop', 'surf rock', 'swedish pop', 'synthpop', 'yacht rock']",583,2019-07-25T18:28:11Z,62.0,64.02819237147595
Classic Rock,"['Blues', 'Classical', 'Country', 'Electronic', 'Folk', 'Jazz', 'Metal', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['acid rock', 'aor', 'arena rock', 'art rock', 'baroque pop', 'blues', 'blues rock', 'christmas', 'classic blues', 'classic country', 'classic rock', 'classic soul', 'country', 'country rock', 'darkwave', 'disco', 'doo-wop', 'folk', 'folk rock', 'funk', 'funk rock', 'garage rock', 'glam metal', 'glam rock', 'gothic rock', 'hard rock', 'indie jazz', 'jam band', 'jangle pop', 'modern blues', 'motown', 'musicals', 'native american music', 'neo soul', 'new wave', 'northern soul', 'outlaw country', 'philly soul', 'post-punk', 'power pop', 'progressive rock', 'proto-punk', 'psychedelic rock', 'punk', 'quiet storm', 'reggae', 'rock', 'rock and roll', 'rockabilly', 'roots rock', 'singer-songwriter', 'soft rock', 'soul', 'soul blues', 'southern rock', 'stoner rock', 'synthpop', 'villancicos', 'yacht rock']",647,2018-10-29T15:29:28Z,55.3,63.62215477996965
Indie Rock,"['Blues', 'Classical', 'Country', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Religious', 'Rock', 'Traditional Folk']","['alt country', 'alternative dance', 'alternative r&b', 'alternative rock', 'americana', 'anti-folk', 'art pop', 'art rock', 'ballroom vogue', 'baroque pop', 'bedroom pop', 'bluegrass', 'blues rock', 'britpop', 'ccm', 'celtic', 'celtic rock', 'chamber music', 'chanson', 'chanson québécoise', 'chillwave', 'christian', 'christian alternative rock', 'christian pop', 'christian rock', 'christmas', 'contemporary classical', 'darkwave', 'downtempo', 'dream pop', 'dub', 'dubstep', 'edm', 'electro', 'electroclash', 'electronic', 'emo', 'folk', 'folk pop', 'folk rock', 'french house', 'french pop', 'garage rock', 'glitch', 'gothic rock', 'idm', 'indie', 'indie dance', 'indie electronic', 'indie folk', 'indie pop', 'indie punk', 'indie rock', 'jam band', 'jangle pop', 'latin indie', 'lo-fi indie', 'malay', 'malaysian pop', 'midwest emo', 'minimalism', 'modern blues', 'neo-psychedelic', 'new rave', 'new wave', 'newgrass', 'noise rock', 'nu disco', 'nu jazz', 'plunderphonics', 'pop punk', 'post-punk', 'post-rock', 'power pop', 'psychedelic rock', 'psychobilly', 'punk', 'r&b', 'reggae', 'reggae pop', 'reggae rock', 'retro pop', 'retro soul', 'riot grrrl', 'rock', 'roots reggae', 'roots rock', 'shoegaze', 'singer-songwriter', 'skate punk', 'slowcore', 'soft pop', 'soul', 'southern gothic', 'space rock', 'surf rock', 'swedish pop', 'synthpop', 'synthwave', 'trip hop', 'vaporwave', 'variété française', 'worship', 'zouk']",2007,2018-10-29T15:21:02Z,69.6,53.14973772055317
Christmas,"['Blues', 'Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Metal', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Religious', 'Rock', 'Traditional Folk']","['acid jazz', 'acoustic country', 'acoustic pop', 'adult standards', 'alt country', 'alternative rock', 'americana', 'anti-folk', 'aor', 'arena rock', 'art pop', 'art rock', 'ballet', 'baroque', 'baroque pop', 'bebop', 'bhajan', 'big band', 'bluegrass', 'blues', 'blues rock', 'bolero', 'boogie', 'boogie-woogie', 'boom bap', 'bossa nova', 'brass band', 'brazilian jazz', 'britpop', 'cajun', 'catholic music', 'ccm', 'cedm', 'celtic', 'celtic punk', 'celtic rock', ""children's music"", 'choral', 'christian', 'christian alternative rock', 'christian bluegrass', 'christian folk', 'christian hip hop', 'christian jazz', 'christian pop', 'christian rock', 'christmas', 'city pop', 'classic blues', 'classic country', 'classic rock', 'classic soul', 'classical', 'classical crossover', 'cold wave', 'comedy', 'cool jazz', 'country', 'country blues', 'country christian', 'country rock', 'crunk', 'dance pop', 'deathrock', 'devotional', 'disco', 'doo-wop', 'downtempo', 'dream pop', 'dub techno', 'early music', 'east coast hip hop', 'easy listening', 'electro swing', 'emo', 'enka', 'eurodance', 'europop', 'exotica', 'folk', 'folk pop', 'folk punk', 'folk rock', 'free jazz', 'french jazz', 'funk', 'funk gospel', 'funk rock', 'g-funk', 'gangster rap', 'garage rock', 'glam metal', 'glam rock', 'gospel', 'gregorian chant', 'grunge', 'hard bop', 'hardcore hip hop', 'hardstyle', 'hi-nrg', 'hip hop', 'hollands', 'honky tonk', 'horror punk', 'hymns', 'idm', 'indie', 'indie folk', 'indie pop', 'industrial rock', 'jam band', 'jangle pop', 'jazz', 'jazz ballads', 'jazz funk', 'jazz fusion', 'jazz pop', 'jazz rap', 'kayokyoku', 'latin alternative', 'latin folk', 'latin indie', 'latin jazz', 'latin pop', 'lounge', 'madchester', 'malaysian pop', 'mariachi', 'melodic hardcore', 'minimalism', 'modern blues', 'motown', 'mpb', 'musicals', 'native american music', 'nederpop', 'neo soul', 'neo-psychedelic', 'new age', 'new jack swing', 'new wave', 'newgrass', 'northern soul', 'nu jazz', 'old school hip hop', 'opera', 'orchestral', 'outlaw country', 'philly soul', 'polka', 'pop', 'pop country', 'pop punk', 'post-disco', 'post-grunge', 'post-punk', 'power pop', 'progressive rock', 'proto-punk', 'psychedelic rock', 'psychobilly', 'punk', 'quiet storm', 'r&b', 'ragtime', 'rap', 'red dirt', 'reggae rock', 'renaissance', 'retro soul', 'rock', 'rock and roll', 'rockabilly', 'roots rock', 'schlager', 'schlagerparty', 'score', 'sea shanties', 'shoegaze', 'singer-songwriter', 'ska', 'ska punk', 'skate punk', 'slowcore', 'smooth jazz', 'soft pop', 'soft rock', 'soul', 'soul blues', 'soul jazz', 'soundtrack', 'southern gospel', 'southern gothic', 'southern rock', 'spoken word', 'surf rock', 'swedish pop', 'swing music', 'synthpop', 'taiwanese pop', 'texas country', 'traditional country', 'traditional gospel', 'trip hop', 'variété française', 'villancicos', 'vocal jazz', 'west coast hip hop', 'worship', 'yacht rock', 'zydeco']",1617,2017-11-27T15:58:12Z,62.5,53.42057081313947
Halloween,"['Blues', 'Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['acid rock', 'adult standards', 'alternative dance', 'anti-folk', 'aor', 'art pop', 'art rock', 'baroque', 'baroque pop', 'blues', 'blues rock', 'britpop', 'celtic', 'chillstep', 'christmas', 'classic country', 'classic rock', 'classic soul', 'classical', 'classical piano', 'country', 'country rock', 'deathrock', 'disco', 'doo-wop', 'dream pop', 'east coast hip hop', 'easy listening', 'electroclash', 'eurodance', 'europop', 'folk rock', 'funk', 'garage rock', 'glam rock', 'gothic rock', 'hard rock', 'horror punk', 'indie', 'indie dance', 'indie electronic', 'indie folk', 'indie pop', 'indie rock', 'jam band', 'jangle pop', 'jazz fusion', 'krautrock', 'madchester', 'medieval', 'modern blues', 'motown', 'nederpop', 'neo soul', 'new rave', 'new wave', 'northern soul', 'old school hip hop', 'orchestral', 'outlaw country', 'post-punk', 'power pop', 'progressive rock', 'proto-punk', 'psychedelic rock', 'psychobilly', 'punk', 'ragtime', 'rock', 'rock and roll', 'rockabilly', 'rocksteady', 'score', 'singer-songwriter', 'ska', 'ska punk', 'soft rock', 'soul', 'soul blues', 'soundtrack', 'southern rock', 'surf rock', 'synthpop', 'synthwave', 'witch house', 'yacht rock']",137,2018-10-31T16:24:18Z,16.8,53.67549668874173
100 mile drive,"['Avant-garde', 'Blues', 'Classical', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Metal', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['acid jazz', 'acid rock', 'acoustic country', 'adult standards', 'afrobeat', 'afrobeats', 'alt country', 'alternative dance', 'alternative hip hop', 'alternative metal', 'alternative r&b', 'alternative rock', 'alté', 'ambient', 'anti-folk', 'arena rock', 'art pop', 'art rock', 'ballroom vogue', 'baroque pop', 'bedroom pop', 'big band', 'big beat', 'blues', 'boom bap', 'brazilian funk', 'brazilian phonk', 'breakbeat', 'breakcore', 'britpop', 'brooklyn drill', 'bubblegum pop', 'chicago drill', 'chicago house', 'chillwave', 'christmas', 'city pop', 'classic country', 'classic rock', 'classic soul', 'cloud rap', 'cold wave', 'contemporary r&b', 'country', 'crunk', 'darkwave', 'deathrock', 'dembow', 'disco', 'doo-wop', 'downtempo', 'dream pop', 'drill', 'drone', 'drum and bass', 'east coast hip hop', 'ebm', 'edm', 'egg punk', 'electro', 'electroclash', 'electronic', 'electronica', 'emo', 'emo rap', 'eurodance', 'europop', 'experimental', 'experimental hip hop', 'folk', 'folk punk', 'footwork', 'french house', 'french pop', 'funk', 'funk bruxaria', 'funk carioca', 'funk rock', 'g-funk', 'g-house', 'gangster rap', 'garage rock', 'glam rock', 'glitch', 'gothic rock', 'grime', 'grunge', 'happy hardcore', 'hard rock', 'hardcore hip hop', 'hardcore techno', 'hi-nrg', 'hip hop', 'hip house', 'honky tonk', 'horrorcore', 'hyperpop', 'hyphy', 'idm', 'indie', 'indie electronic', 'indie folk', 'indie pop', 'indie punk', 'indie rock', 'indie soul', 'industrial', 'industrial metal', 'industrial rock', 'italo dance', 'italo disco', 'j-pop', 'j-r&b', 'jangle pop', 'japanese indie', 'japanese vgm', 'jazz funk', 'jazz fusion', 'jazz house', 'jazz rap', 'jersey club', 'jungle', 'k-pop', 'kayokyoku', 'latin', 'latin alternative', 'latin indie', 'liquid funk', 'lo-fi indie', 'madchester', 'math rock', 'melodic hardcore', 'melodic rap', 'metal', 'metalcore', 'miami bass', 'midwest emo', 'minimalism', 'motown', 'neo soul', 'neo-psychedelic', 'neofolk', 'neoperreo', 'new jack swing', 'new orleans bounce', 'new rave', 'new wave', 'new york drill', 'nightcore', 'noise rock', 'nu disco', 'nu metal', 'old school hip hop', 'philly soul', 'phonk', 'plunderphonics', 'pop punk', 'post-disco', 'post-grunge', 'post-hardcore', 'post-punk', 'power pop', 'progressive rock', 'proto-punk', 'psychedelic rock', 'punk', 'quiet storm', 'r&b', 'rage rap', 'ragtime', 'rally house', 'rap', 'rap metal', 'rap rock', 'reggae rock', 'retro soul', 'rock', 'screamo', 'sexy drill', 'shibuya-kei', 'shoegaze', 'singer-songwriter', 'slowcore', 'smooth jazz', 'soft rock', 'soul', 'soul blues', 'soul jazz', 'southern gothic', 'southern hip hop', 'space rock', 'speedcore', 'surf rock', 'synthpop', 'synthwave', 'trap', 'trap metal', 'trap soul', 'trip hop', 'uk funky', 'uk garage', 'uk grime', 'uk r&b', 'underground hip hop', 'urbano latino', 'vaporwave', 'west coast hip hop', 'witch house', 'yacht rock']",1225,2024-06-05T02:59:50Z,53.9,62.93783422459893
indie sleaze revival,"['Avant-garde', 'Electronic', 'Hip Hop', 'Pop', 'Punk', 'Regional', 'Rock']","['alternative dance', 'alternative hip hop', 'art pop', 'ballroom vogue', 'bedroom pop', 'breakcore', 'cloud rap', 'darkwave', 'egg punk', 'electroclash', 'experimental', 'experimental hip hop', 'french rap', 'glitch', 'hyperpop', 'lo-fi indie', 'melodic rap', 'miami bass', 'neoperreo', 'new rave', 'new wave', 'phonk', 'trap metal', 'witch house']",248,2025-07-14T07:38:12Z,53.4,40.232638888888886
capital x,"['Blues', 'Country', 'Easy Listening', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Metal', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Rock']","['acoustic country', 'adult standards', 'afrobeats', 'alt country', 'alternative dance', 'alternative hip hop', 'alternative metal', 'alternative r&b', 'alternative rock', 'alté', 'ambient', 'ambient folk', 'anti-folk', 'art pop', 'art rock', 'baroque pop', 'bedroom pop', 'big band', 'blues', 'brazilian funk', 'brazilian phonk', 'breakcore', 'britpop', 'bubblegum pop', 'chicago drill', 'chillwave', 'city pop', 'classic country', 'classic soul', 'cloud rap', 'cold wave', 'country', 'darkwave', 'deathrock', 'dembow', 'disco', 'doo-wop', 'downtempo', 'dream pop', 'drone', 'drone metal', 'ebm', 'edm', 'egg punk', 'electroclash', 'electronic', 'emo', 'eurodance', 'europop', 'experimental hip hop', 'folk', 'folk punk', 'funk', 'funk bruxaria', 'funk rock', 'future bass', 'garage rock', 'glitch', 'gothic rock', 'grime', 'grunge', 'hip hop', 'honky tonk', 'horrorcore', 'hyperpop', 'idm', 'indie', 'indie electronic', 'indie folk', 'indie punk', 'indie rock', 'indie soul', 'industrial', 'industrial metal', 'industrial rock', 'j-r&b', 'jangle pop', 'jazz fusion', 'jazz rap', 'jersey club', 'jungle', 'latin', 'latin alternative', 'latin indie', 'lo-fi beats', 'lo-fi indie', 'madchester', 'math rock', 'melodic bass', 'metalcore', 'midwest emo', 'motown', 'neo-psychedelic', 'neofolk', 'new jack swing', 'new rave', 'new wave', 'nightcore', 'noise rock', 'nu metal', 'philly soul', 'phonk', 'plunderphonics', 'pop', 'pop punk', 'post-disco', 'post-grunge', 'post-hardcore', 'post-punk', 'post-rock', 'power pop', 'progressive rock', 'psychedelic rock', 'punk', 'quiet storm', 'r&b', 'rage rap', 'rap', 'rap metal', 'rap rock', 'red dirt', 'reggae rock', 'retro soul', 'riot grrrl', 'rock', 'screamo', 'shibuya-kei', 'shoegaze', 'singer-songwriter', 'slowcore', 'soft pop', 'soft rock', 'soul', 'soul blues', 'southern gothic', 'southern hip hop', 'speedcore', 'spoken word', 'synthpop', 'texas country', 'traditional country', 'trip hop', 'uk grime', 'underground hip hop', 'urbano latino', 'vaporwave', 'witch house', 'yacht rock']",915,2024-03-27T18:25:01Z,53.8,49.025291828793776
Pop de los 60 y 70 en Inglés,"['Easy Listening', 'Folk', 'Pop', 'R&B & Soul', 'Rock', 'Traditional Folk']","['acid rock', 'adult standards', 'aor', 'baroque pop', 'christmas', 'classic rock', 'classic soul', 'country rock', 'disco', 'doo-wop', 'folk', 'folk rock', 'garage rock', 'motown', 'northern soul', 'philly soul', 'progressive rock', 'proto-punk', 'psychedelic rock', 'rock and roll', 'rockabilly', 'singer-songwriter', 'soft rock', 'soul', 'southern rock', 'yacht rock']",57,2025-12-03T09:22:37Z,29.3,54.6551724137931
Pop Internacional: Músicas Internacionais dos Anos 80 e 90,"['Easy Listening', 'Electronic', 'Folk', 'Metal', 'Pop', 'Regional', 'Rock', 'Traditional Folk']","['alternative rock', 'anti-folk', 'britpop', 'christmas', 'dance pop', 'darkwave', 'eurodance', 'europop', 'german pop', 'glam metal', 'italo disco', 'jangle pop', 'madchester', 'neue deutsche welle', 'new age', 'new wave', 'power pop', 'progressive rock', 'rock', 'schlager', 'singer-songwriter', 'swedish pop', 'synthpop']",50,2025-12-03T09:17:13Z,24.4,56.333333333333336
"Clásicos en Inglés de los 50 y 60: Lo Mejor del Rock, Soul, RnB y Música Pop","['Blues', 'Easy Listening', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['acid rock', 'adult standards', 'americana', 'baroque pop', 'big band', 'blues', 'boogie-woogie', 'christmas', 'classic rock', 'classic soul', 'country rock', 'doo-wop', 'folk', 'folk rock', 'funk', 'garage rock', 'jazz', 'motown', 'northern soul', 'proto-punk', 'psychedelic rock', 'psychobilly', 'quiet storm', 'rock and roll', 'rockabilly', 'roots rock', 'singer-songwriter', 'soul', 'soul blues', 'southern rock', 'swing music', 'vocal jazz']",71,2025-12-03T09:24:08Z,21.4,57.28
Música Tradicional Galega,"['Classical', 'Folk']","['celtic', 'folk', 'medieval', 'traditional music']",68,2025-12-03T09:16:42Z,73.6,8.712328767123287
Músicas Instrumentais Românticas,"['Folk', 'Regional']","['bolero', 'celtic']",103,2025-11-27T07:06:44Z,80.6,23.883495145631063
Cowboy Bebop for sleep,"['Jazz', 'Pop']","['anime', 'bebop']",18,2025-12-03T09:30:03Z,60.5,46.85714285714285
Músicas Românticas Anos 90,"['Electronic', 'Metal', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['afropop', 'britpop', 'christmas', 'classic rock', 'disco', 'glam metal', 'hard rock', 'heavy metal', 'madchester', 'metal', 'motown', 'new jack swing', 'r&b', 'rock', 'soft rock', 'swedish pop', 'synthpop', 'variété française']",50,2025-12-03T09:18:16Z,24.2,57.48148148148148
Rock Ballads 80s 90s Love Songs in English,"['Electronic', 'Metal', 'Pop', 'Rock']","['alternative rock', 'aor', 'arena rock', 'classic rock', 'darkwave', 'glam metal', 'glam rock', 'gothic rock', 'hard rock', 'heavy metal', 'metal', 'new wave', 'post-punk', 'power pop', 'rock', 'soft rock', 'swedish pop', 'thrash metal', 'yacht rock']",50,2025-12-03T09:19:02Z,33.5,61.588235294117645
Música del Recuerdo en Español de los 70 80 90,"['Electronic', 'Folk', 'Pop', 'Regional', 'Rock', 'Traditional Folk']","['argentine rock', 'bacardi', 'banda', 'bolero', 'brega', 'catholic music', 'colombian pop', 'flamenco', 'flamenco pop', 'grupera', 'hi-nrg', 'italian singer-songwriter', 'latin alternative', 'latin pop', 'latin rock', 'mariachi', 'mexican rock', 'mpb', 'música mexicana', 'norteño', 'nueva trova', 'ranchera', 'retro pop', 'rock en español', 'salsa', 'tropical music', 'trova', 'villancicos']",52,2025-12-03T09:25:54Z,32.0,55.20754716981132
Música Electrónica para Bailar: Música Electrónica Clásica de los 80 y 90 ,"['Electronic', 'Hip Hop', 'Pop', 'R&B & Soul', 'Rock']","['dance', 'disco', 'electronic classical', 'eurodance', 'europop', 'funk', 'funk melody', 'gabber', 'happy hardcore', 'hi-nrg', 'hip house', 'italo dance', 'italo disco', 'jangle pop', 'new wave', 'synthpop', 'tropical house']",49,2025-12-03T09:24:16Z,30.6,51.27272727272727
Reggaeton Mix Old School. Reggaeton Viejo Romántico de la Vieja Escuela,"['Classical', 'Electronic', 'Hip Hop', 'Regional']","['bachata', 'east coast hip hop', 'latin', 'latin hip hop', 'latin house', 'merengue', 'orchestral', 'reggaeton', 'trap latino', 'urbano latino']",52,2025-12-03T09:19:46Z,37.1,58.63013698630137
Música para Bailar en Fiestas 2024 2025 🔥 Canciones de Antro,"['Easy Listening', 'Electronic', 'Hip Hop', 'Pop', 'Regional', 'Rock']","['afro house', 'argentine trap', 'chilean mambo', 'colombian pop', 'cumbia sonidera', 'dembow', 'dubstep', 'edm', 'electro', 'electronic', 'electronic classical', 'electronica', 'eurodance', 'europop', 'exotica', 'guaracha', 'italo dance', 'latin', 'latin alternative', 'latin house', 'latin indie', 'latin pop', 'reggaeton', 'reggaeton mexa', 'tech house', 'trap latino', 'tribal house', 'urbano latino']",60,2025-12-03T09:29:05Z,26.4,49.25
"Música de Antro para Bailar Guaracha Electrónica, Aleteo, Zapateo","['Easy Listening', 'Electronic', 'Hip Hop', 'Pop', 'Regional', 'Rock']","['afro house', 'chilean mambo', 'chilean trap', 'colombian pop', 'cuarteto', 'cumbia sonidera', 'dembow', 'dubstep', 'edm', 'electro', 'electronic', 'electronic classical', 'electronica', 'eurodance', 'europop', 'exotica', 'guaracha', 'italo dance', 'latin', 'latin alternative', 'latin house', 'latin indie', 'latin pop', 'reggaeton', 'reggaeton chileno', 'reggaeton mexa', 'tech house', 'trap latino', 'tribal house', 'urbano latino']",50,2025-12-03T09:30:37Z,25.7,52.0
Slow Jams 70s 80s 90s Best R&B Love Songs ,"['Jazz', 'R&B & Soul', 'Rock', 'Traditional Folk']","['acid jazz', 'christmas', 'classic soul', 'contemporary r&b', 'cool jazz', 'disco', 'funk', 'jazz', 'jazz funk', 'motown', 'neo soul', 'new jack swing', 'northern soul', 'philly soul', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'soul jazz', 'yacht rock']",60,2025-12-03T09:27:04Z,33.1,52.25757575757576
Love Songs 60s 70s Best Romantic Music ,"['Blues', 'Country', 'Easy Listening', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['adult standards', 'aor', 'art rock', 'baroque pop', 'big band', 'blues', 'christmas', 'classic country', 'classic rock', 'classic soul', 'country', 'doo-wop', 'folk', 'folk rock', 'jazz', 'motown', 'northern soul', 'philly soul', 'progressive rock', 'psychedelic rock', 'quiet storm', 'rock', 'rock and roll', 'rockabilly', 'singer-songwriter', 'soft rock', 'soul', 'soul blues', 'swing music', 'vocal jazz', 'yacht rock']",51,2025-12-03T09:18:33Z,18.5,59.8
Spanish Christian Music 🕊 Praise & Worship Songs,"['Hip Hop', 'Pop', 'Regional', 'Religious', 'Rock']","['christian', 'christian hip hop', 'christian pop', 'christian reggae', 'christian reggaeton', 'christian rock', 'latin pop', 'música adventist', 'pentecostal music', 'pop worship', 'worship']",51,2025-12-03T09:29:25Z,39.8,56.89393939393939
Rock de los 90 en Inglés,"['Electronic', 'Folk', 'Metal', 'Pop', 'Punk', 'Regional', 'Rock']","['alternative rock', 'anti-folk', 'britpop', 'classic rock', 'darkwave', 'emo', 'funk rock', 'glam metal', 'grunge', 'hard rock', 'heavy metal', 'jangle pop', 'madchester', 'metal', 'new wave', 'pop punk', 'post-grunge', 'punk', 'riot grrrl', 'rock', 'shoegaze', 'ska', 'ska punk', 'skate punk', 'swedish pop', 'synthpop', 'thrash metal']",50,2025-12-03T09:18:24Z,30.7,59.1
Canciones de Mariachi 🇲🇽 Música Regional Mexicana,"['Folk', 'Pop', 'Regional', 'Rock', 'Traditional Folk']","['banda', 'bolero', 'colombian pop', 'corrido', 'cumbia norteña', 'grupera', 'latin pop', 'mariachi', 'música mexicana', 'norteño', 'ranchera', 'rock en español', 'son jarocho', 'villancicos']",50,2025-12-03T09:25:39Z,46.4,46.28846153846154
Cumbias para Bailar Toda la Noche: Mix Cumbias Bailables Viejitas y Actuales,"['Classical', 'Electronic', 'Folk', 'Hip Hop', 'Pop', 'Regional', 'Rock', 'Traditional Folk']","['argentine rock', 'argentine trap', 'banda', 'bolero', 'chamamé', 'chicha', 'colombian pop', 'corrido', 'cuarteto', 'cumbia', 'cumbia norteña', 'cumbia sonidera', 'electrocumbia', 'grupera', 'hi-nrg', 'huayno', 'latin', 'latin alternative', 'latin folk', 'latin folklore', 'latin indie', 'latin pop', 'latin rock', 'mambo', 'merengue', 'música mexicana', 'norteño', 'orchestral', 'reggaeton', 'rkt', 'rock en español', 'salsa', 'son cubano', 'tropical music', 'trova', 'vallenato']",52,2025-12-03T09:25:22Z,21.7,49.88732394366197
Best 60s 70s Songs & Oldies Music Hits,"['Blues', 'Easy Listening', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']","['acid rock', 'adult standards', 'americana', 'aor', 'baroque pop', 'big band', 'blues', 'blues rock', 'christmas', 'classic rock', 'classic soul', 'country rock', 'disco', 'doo-wop', 'folk', 'folk rock', 'funk', 'glam rock', 'hard rock', 'jazz', 'motown', 'northern soul', 'philly soul', 'power pop', 'progressive rock', 'proto-punk', 'psychedelic rock', 'quiet storm', 'rock', 'rock and roll', 'rockabilly', 'roots rock', 'singer-songwriter', 'soft rock', 'soul', 'soul blues', 'southern rock', 'swing music', 'vocal jazz', 'yacht rock']",61,2025-12-03T09:22:59Z,20.4,62.71428571428572
Música Instrumental Romántica,"['Folk', 'Regional']","['bolero', 'celtic']",103,2025-12-03T09:17:53Z,80.6,23.883495145631063
"Bachata Mix: Canciones de Romeo Santos, Aventura, Prince Royce, Frank Reyes, Zacarias Ferreira",['Regional'],"['bachata', 'kizomba', 'latin', 'latin dance', 'latin pop', 'merengue', 'salsa']",50,2025-12-03T09:24:49Z,73.0,58.05357142857143
